   theta           cos             sin
   4.8500000e+02  -5.7357644e-01   8.1915204e-01
   4.8600000e+02  -5.8778525e-01   8.0901699e-01
   4.8700000e+02  -6.0181502e-01   7.9863551e-01
   4.8800000e+02  -6.1566148e-01   7.8801075e-01
   4.8900000e+02  -6.2932039e-01   7.7714596e-01
   4.9000000e+02  -6.4278761e-01   7.6604444e-01
   4.9100000e+02  -6.5605903e-01   7.5470958e-01
   4.9200000e+02  -6.6913061e-01   7.4314483e-01
   4.9300000e+02  -6.8199836e-01   7.3135370e-01
   4.9400000e+02  -6.9465837e-01   7.1933980e-01
   4.9500000e+02  -7.0710678e-01   7.0710678e-01
   4.9600000e+02  -7.1933980e-01   6.9465837e-01
   4.9700000e+02  -7.3135370e-01   6.8199836e-01
   4.9800000e+02  -7.4314483e-01   6.6913061e-01
   4.9900000e+02  -7.5470958e-01   6.5605903e-01
   5.0000000e+02  -7.6604444e-01   6.4278761e-01
   5.0100000e+02  -7.7714596e-01   6.2932039e-01
   5.0200000e+02  -7.8801075e-01   6.1566148e-01
   5.0300000e+02  -7.9863551e-01   6.0181502e-01
   5.0400000e+02  -8.0901699e-01   5.8778525e-01
   5.0500000e+02  -8.1915204e-01   5.7357644e-01
   5.0600000e+02  -8.2903757e-01   5.5919290e-01
   5.0700000e+02  -8.3867057e-01   5.4463904e-01
   5.0800000e+02  -8.4804810e-01   5.2991926e-01
   5.0900000e+02  -8.5716730e-01   5.1503807e-01
   5.1000000e+02  -8.6602540e-01   5.0000000e-01
   5.1100000e+02  -8.7461971e-01   4.8480962e-01
   5.1200000e+02  -8.8294759e-01   4.6947156e-01
   5.1300000e+02  -8.9100652e-01   4.5399050e-01
   5.1400000e+02  -8.9879405e-01   4.3837115e-01
   5.1500000e+02  -9.0630779e-01   4.2261826e-01
   5.1600000e+02  -9.1354546e-01   4.0673664e-01
   5.1700000e+02  -9.2050485e-01   3.9073113e-01
   5.1800000e+02  -9.2718385e-01   3.7460659e-01
   5.1900000e+02  -9.3358043e-01   3.5836795e-01
   5.2000000e+02  -9.3969262e-01   3.4202014e-01
   5.2100000e+02  -9.4551858e-01   3.2556815e-01
   5.2200000e+02  -9.5105652e-01   3.0901699e-01
   5.2300000e+02  -9.5630476e-01   2.9237170e-01
   5.2400000e+02  -9.6126170e-01   2.7563736e-01
   5.2500000e+02  -9.6592583e-01   2.5881905e-01
   5.2600000e+02  -9.7029573e-01   2.4192190e-01
   5.2700000e+02  -9.7437006e-01   2.2495105e-01
   5.2800000e+02  -9.7814760e-01   2.0791169e-01
   5.2900000e+02  -9.8162718e-01   1.9080900e-01
   5.3000000e+02  -9.8480775e-01   1.7364818e-01
   5.3100000e+02  -9.8768834e-01   1.5643447e-01
   5.3200000e+02  -9.9026807e-01   1.3917310e-01
   5.3300000e+02  -9.9254615e-01   1.2186934e-01
   5.3400000e+02  -9.9452190e-01   1.0452846e-01
   5.3500000e+02  -9.9619470e-01   8.7155743e-02
   5.3600000e+02  -9.9756405e-01   6.9756474e-02
   5.3700000e+02  -9.9862953e-01   5.2335956e-02
   5.3800000e+02  -9.9939083e-01   3.4899497e-02
   5.3900000e+02  -9.9984770e-01   1.7452406e-02
   5.4000000e+02  -1.0000000e+00   3.6739404e-16
   5.4100000e+02  -9.9984770e-01  -1.7452406e-02
   5.4200000e+02  -9.9939083e-01  -3.4899497e-02
   5.4300000e+02  -9.9862953e-01  -5.2335956e-02
   5.4400000e+02  -9.9756405e-01  -6.9756474e-02
   5.4500000e+02  -9.9619470e-01  -8.7155743e-02
   5.4600000e+02  -9.9452190e-01  -1.0452846e-01
   5.4700000e+02  -9.9254615e-01  -1.2186934e-01
   5.4800000e+02  -9.9026807e-01  -1.3917310e-01
   5.4900000e+02  -9.8768834e-01  -1.5643447e-01
   5.5000000e+02  -9.8480775e-01  -1.7364818e-01
   5.5100000e+02  -9.8162718e-01  -1.9080900e-01
   5.5200000e+02  -9.7814760e-01  -2.0791169e-01
   5.5300000e+02  -9.7437006e-01  -2.2495105e-01
   5.5400000e+02  -9.7029573e-01  -2.4192190e-01
   5.5500000e+02  -9.6592583e-01  -2.5881905e-01
   5.5600000e+02  -9.6126170e-01  -2.7563736e-01
   5.5700000e+02  -9.5630476e-01  -2.9237170e-01
   5.5800000e+02  -9.5105652e-01  -3.0901699e-01
   5.5900000e+02  -9.4551858e-01  -3.2556815e-01
   5.6000000e+02  -9.3969262e-01  -3.4202014e-01
   5.6100000e+02  -9.3358043e-01  -3.5836795e-01
   5.6200000e+02  -9.2718385e-01  -3.7460659e-01
   5.6300000e+02  -9.2050485e-01  -3.9073113e-01
   5.6400000e+02  -9.1354546e-01  -4.0673664e-01
   5.6500000e+02  -9.0630779e-01  -4.2261826e-01
   5.6600000e+02  -8.9879405e-01  -4.3837115e-01
   5.6700000e+02  -8.9100652e-01  -4.5399050e-01
   5.6800000e+02  -8.8294759e-01  -4.6947156e-01
   5.6900000e+02  -8.7461971e-01  -4.8480962e-01
   5.7000000e+02  -8.6602540e-01  -5.0000000e-01
   5.7100000e+02  -8.5716730e-01  -5.1503807e-01
   5.7200000e+02  -8.4804810e-01  -5.2991926e-01
   5.7300000e+02  -8.3867057e-01  -5.4463904e-01
   5.7400000e+02  -8.2903757e-01  -5.5919290e-01
   5.7500000e+02  -8.1915204e-01  -5.7357644e-01
   5.7600000e+02  -8.0901699e-01  -5.8778525e-01
   5.7700000e+02  -7.9863551e-01  -6.0181502e-01
   5.7800000e+02  -7.8801075e-01  -6.1566148e-01
   5.7900000e+02  -7.7714596e-01  -6.2932039e-01
   5.8000000e+02  -7.6604444e-01  -6.4278761e-01
   5.8100000e+02  -7.5470958e-01  -6.5605903e-01
   5.8200000e+02  -7.4314483e-01  -6.6913061e-01
   5.8300000e+02  -7.3135370e-01  -6.8199836e-01
   5.8400000e+02  -7.1933980e-01  -6.9465837e-01
   5.8500000e+02  -7.0710678e-01  -7.0710678e-01
   5.8600000e+02  -6.9465837e-01  -7.1933980e-01
   5.8700000e+02  -6.8199836e-01  -7.3135370e-01
   5.8800000e+02  -6.6913061e-01  -7.4314483e-01
   5.8900000e+02  -6.5605903e-01  -7.5470958e-01
   5.9000000e+02  -6.4278761e-01  -7.6604444e-01
   5.9100000e+02  -6.2932039e-01  -7.7714596e-01
   5.9200000e+02  -6.1566148e-01  -7.8801075e-01
   5.9300000e+02  -6.0181502e-01  -7.9863551e-01
   5.9400000e+02  -5.8778525e-01  -8.0901699e-01
   5.9500000e+02  -5.7357644e-01  -8.1915204e-01
   5.9600000e+02  -5.5919290e-01  -8.2903757e-01
   5.9700000e+02  -5.4463904e-01  -8.3867057e-01
   5.9800000e+02  -5.2991926e-01  -8.4804810e-01
   5.9900000e+02  -5.1503807e-01  -8.5716730e-01
   6.0000000e+02  -5.0000000e-01  -8.6602540e-01
   6.0100000e+02  -4.8480962e-01  -8.7461971e-01
   6.0200000e+02  -4.6947156e-01  -8.8294759e-01
   6.0300000e+02  -4.5399050e-01  -8.9100652e-01
   6.0400000e+02  -4.3837115e-01  -8.9879405e-01
   6.0500000e+02  -4.2261826e-01  -9.0630779e-01
   6.0600000e+02  -4.0673664e-01  -9.1354546e-01
   6.0700000e+02  -3.9073113e-01  -9.2050485e-01
   6.0800000e+02  -3.7460659e-01  -9.2718385e-01
   6.0900000e+02  -3.5836795e-01  -9.3358043e-01
   6.1000000e+02  -3.4202014e-01  -9.3969262e-01
   6.1100000e+02  -3.2556815e-01  -9.4551858e-01
   6.1200000e+02  -3.0901699e-01  -9.5105652e-01
   6.1300000e+02  -2.9237170e-01  -9.5630476e-01
   6.1400000e+02  -2.7563736e-01  -9.6126170e-01
   6.1500000e+02  -2.5881905e-01  -9.6592583e-01
   6.1600000e+02  -2.4192190e-01  -9.7029573e-01
   6.1700000e+02  -2.2495105e-01  -9.7437006e-01
   6.1800000e+02  -2.0791169e-01  -9.7814760e-01
   6.1900000e+02  -1.9080900e-01  -9.8162718e-01
   6.2000000e+02  -1.7364818e-01  -9.8480775e-01
   6.2100000e+02  -1.5643447e-01  -9.8768834e-01
   6.2200000e+02  -1.3917310e-01  -9.9026807e-01
   6.2300000e+02  -1.2186934e-01  -9.9254615e-01
   6.2400000e+02  -1.0452846e-01  -9.9452190e-01
   6.2500000e+02  -8.7155743e-02  -9.9619470e-01
   6.2600000e+02  -6.9756474e-02  -9.9756405e-01
   6.2700000e+02  -5.2335956e-02  -9.9862953e-01
   6.2800000e+02  -3.4899497e-02  -9.9939083e-01
   6.2900000e+02  -1.7452406e-02  -9.9984770e-01
   6.3000000e+02  -4.2862638e-16  -1.0000000e+00
   6.3100000e+02   1.7452406e-02  -9.9984770e-01
   6.3200000e+02   3.4899497e-02  -9.9939083e-01
   6.3300000e+02   5.2335956e-02  -9.9862953e-01
   6.3400000e+02   6.9756474e-02  -9.9756405e-01
   6.3500000e+02   8.7155743e-02  -9.9619470e-01
   6.3600000e+02   1.0452846e-01  -9.9452190e-01
   6.3700000e+02   1.2186934e-01  -9.9254615e-01
   6.3800000e+02   1.3917310e-01  -9.9026807e-01
   6.3900000e+02   1.5643447e-01  -9.8768834e-01
   6.4000000e+02   1.7364818e-01  -9.8480775e-01
   6.4100000e+02   1.9080900e-01  -9.8162718e-01
   6.4200000e+02   2.0791169e-01  -9.7814760e-01
   6.4300000e+02   2.2495105e-01  -9.7437006e-01
   6.4400000e+02   2.4192190e-01  -9.7029573e-01
   6.4500000e+02   2.5881905e-01  -9.6592583e-01
   6.4600000e+02   2.7563736e-01  -9.6126170e-01
   6.4700000e+02   2.9237170e-01  -9.5630476e-01
   6.4800000e+02   3.0901699e-01  -9.5105652e-01
   6.4900000e+02   3.2556815e-01  -9.4551858e-01
   6.5000000e+02   3.4202014e-01  -9.3969262e-01
   6.5100000e+02   3.5836795e-01  -9.3358043e-01
   6.5200000e+02   3.7460659e-01  -9.2718385e-01
   6.5300000e+02   3.9073113e-01  -9.2050485e-01
   6.5400000e+02   4.0673664e-01  -9.1354546e-01
   6.5500000e+02   4.2261826e-01  -9.0630779e-01
   6.5600000e+02   4.3837115e-01  -8.9879405e-01
   6.5700000e+02   4.5399050e-01  -8.9100652e-01
   6.5800000e+02   4.6947156e-01  -8.8294759e-01
   6.5900000e+02   4.8480962e-01  -8.7461971e-01
   6.6000000e+02   5.0000000e-01  -8.6602540e-01
   6.6100000e+02   5.1503807e-01  -8.5716730e-01
   6.6200000e+02   5.2991926e-01  -8.4804810e-01
   6.6300000e+02   5.4463904e-01  -8.3867057e-01
   6.6400000e+02   5.5919290e-01  -8.2903757e-01
   6.6500000e+02   5.7357644e-01  -8.1915204e-01
   6.6600000e+02   5.8778525e-01  -8.0901699e-01
   6.6700000e+02   6.0181502e-01  -7.9863551e-01
   6.6800000e+02   6.1566148e-01  -7.8801075e-01
   6.6900000e+02   6.2932039e-01  -7.7714596e-01
   6.7000000e+02   6.4278761e-01  -7.6604444e-01
   6.7100000e+02   6.5605903e-01  -7.5470958e-01
   6.7200000e+02   6.6913061e-01  -7.4314483e-01
   6.7300000e+02   6.8199836e-01  -7.3135370e-01
   6.7400000e+02   6.9465837e-01  -7.1933980e-01
   6.7500000e+02   7.0710678e-01  -7.0710678e-01
   6.7600000e+02   7.1933980e-01  -6.9465837e-01
   6.7700000e+02   7.3135370e-01  -6.8199836e-01
   6.7800000e+02   7.4314483e-01  -6.6913061e-01
   6.7900000e+02   7.5470958e-01  -6.5605903e-01
   6.8000000e+02   7.6604444e-01  -6.4278761e-01
   6.8100000e+02   7.7714596e-01  -6.2932039e-01
   6.8200000e+02   7.8801075e-01  -6.1566148e-01
   6.8300000e+02   7.9863551e-01  -6.0181502e-01
   6.8400000e+02   8.0901699e-01  -5.8778525e-01
   6.8500000e+02   8.1915204e-01  -5.7357644e-01
   6.8600000e+02   8.2903757e-01  -5.5919290e-01
   6.8700000e+02   8.3867057e-01  -5.4463904e-01
   6.8800000e+02   8.4804810e-01  -5.2991926e-01
   6.8900000e+02   8.5716730e-01  -5.1503807e-01
   6.9000000e+02   8.6602540e-01  -5.0000000e-01
   6.9100000e+02   8.7461971e-01  -4.8480962e-01
   6.9200000e+02   8.8294759e-01  -4.6947156e-01
   6.9300000e+02   8.9100652e-01  -4.5399050e-01
   6.9400000e+02   8.9879405e-01  -4.3837115e-01
   6.9500000e+02   9.0630779e-01  -4.2261826e-01
   6.9600000e+02   9.1354546e-01  -4.0673664e-01
   6.9700000e+02   9.2050485e-01  -3.9073113e-01
   6.9800000e+02   9.2718385e-01  -3.7460659e-01
   6.9900000e+02   9.3358043e-01  -3.5836795e-01
   7.0000000e+02   9.3969262e-01  -3.4202014e-01
   7.0100000e+02   9.4551858e-01  -3.2556815e-01
   7.0200000e+02   9.5105652e-01  -3.0901699e-01
   7.0300000e+02   9.5630476e-01  -2.9237170e-01
   7.0400000e+02   9.6126170e-01  -2.7563736e-01
   7.0500000e+02   9.6592583e-01  -2.5881905e-01
   7.0600000e+02   9.7029573e-01  -2.4192190e-01
   7.0700000e+02   9.7437006e-01  -2.2495105e-01
   7.0800000e+02   9.7814760e-01  -2.0791169e-01
   7.0900000e+02   9.8162718e-01  -1.9080900e-01
   7.1000000e+02   9.8480775e-01  -1.7364818e-01
   7.1100000e+02   9.8768834e-01  -1.5643447e-01
   7.1200000e+02   9.9026807e-01  -1.3917310e-01
   7.1300000e+02   9.9254615e-01  -1.2186934e-01
   7.1400000e+02   9.9452190e-01  -1.0452846e-01
   7.1500000e+02   9.9619470e-01  -8.7155743e-02
   7.1600000e+02   9.9756405e-01  -6.9756474e-02
   7.1700000e+02   9.9862953e-01  -5.2335956e-02
   7.1800000e+02   9.9939083e-01  -3.4899497e-02
   7.1900000e+02   9.9984770e-01  -1.7452406e-02
   7.2000000e+02   1.0000000e+00  -4.8985872e-16
