2011-11-21T03:15:42 119  24.931 95.166   5.8   9504907.8909  489661.4944 0.10303
2011-11-22T18:48:16 560  -15.308 -65.163   6.6   35785505.5642  8216436.9494 0.4592
2011-11-28T09:13:11 624  -7.034 116.965   5.8   6455340.0892  1913643.5923 0.59289
2011-12-11T09:54:56 131  -56.049 -28.213   6.3   35784385.8677  1427284.4452 0.079771
2011-12-14T05:04:57 129  -7.528 146.814   7.1   60230949.4738  1740699.2314 0.057801
2012-01-01T05:27:55 360  31.468 138.183   6.8   33666026.0674  802996.1089 0.047704
2012-01-24T00:52:04 579  -24.899 178.6   6.3   16187445.751  574060.4368 0.070927
2012-02-10T01:47:33 577  -18.012 -178.436   6   9559574.1664  2860069.7491 0.59837
2012-03-05T07:46:09 552  -28.258 -63.292   6.1   14957189.5371  1709823.1358 0.22863
2012-03-21T22:15:05 118  -6.223 146.008   6.6   24344730.76  461741.4842 0.037934
2012-04-17T07:13:49 208  -5.534 147.125   6.9   53122740.1362  826685.8747 0.031124
2012-04-28T10:08:07 133  -18.729 -174.686   6.7   27310273.372  507725.3804 0.037182
2012-05-26T21:48:10 487  26.91 140.055   6   8026372.3662  604018.1892 0.15051
2012-05-28T21:47:09 211  -19.962 -175.976   5.9   11476018.6965  542178.0374 0.094489
2012-05-28T05:07:23 587  -28.043 -63.094   6.7   15250808.3205  1634340.6159 0.21433
2012-06-02T07:52:53 527  -22.059 -63.555   5.9   13378974.4726  1032236.8425 0.15431
2012-06-07T16:03:18 110  -15.877 -72.413   6.1   42356929.3703  1059573.3684 0.050031
2012-06-07T09:01:51 266  -20.192 -176.34   5.8   10290773.2943  366155.0513 0.071162
2012-07-03T10:36:15 230  -40.023 173.756   6.3   10485434.7843  882019.5404 0.16824
2012-07-18T08:09:46 537  -20.872 -178.508   5.9   8601673.8247  383330.4479 0.089129
2012-08-02T09:38:30 145  -8.414 -74.259   6.1   11259494.2972  206561.0152 0.036691
2012-08-05T13:55:10 484  -21.15 -178.358   5.8   9420412.1503  358090.8503 0.076024
2012-09-30T16:31:35 170  1.929 -76.362   7.2   15582735.0094  371357.473 0.047663
2012-10-17T04:42:30 326  4.232 124.52   6   13331710.1279  869505.842 0.13044
2012-10-23T09:39:30 123  -22.312 171.691   5.8   34419683.2434  999205.2885 0.05806
2012-10-23T08:53:38 436  29.057 139.251   5.9   19505721.7208  1957563.686 0.20072
2012-11-10T14:57:50 129  -8.866 -75.071   6   20978651.2252  434104.5135 0.041385
2012-11-22T13:07:10 517  -22.742 -63.571   5.9   9972003.3696  4770096.2689 0.9567
2012-12-07T18:19:06 163  -38.428 176.067   6.3   9328896.3418  73318.3444 0.015719
2012-12-10T16:53:08 155  -6.533 129.825   7.1   43033614.0687  669513.5482 0.031116
2012-12-21T22:28:08 201  -14.344 167.286   6.7   34263566.3239  795666.6236 0.046444
2013-02-09T14:16:07 145  1.142 -77.4   6.9   30976604.4559  1222117.4431 0.078906
2013-02-22T12:01:59 586  -27.993 -63.195   6.1   20750684.3891  2289743.452 0.22069
2013-04-05T13:00:02 562  42.713 131.105   6.3   10683640.9435  2012891.6173 0.37682
2013-04-06T00:29:55 563  42.726 130.976   5.8   5136460.1393  352990.235 0.13744
2013-04-13T22:49:50 280  -19.141 169.535   6   27991301.9067  277935.2106 0.019859
2013-04-21T03:22:16 422  29.933 138.887   6.1   10293426.3486  3816653.162 0.74157
2013-04-26T06:53:28 349  -28.736 -178.916   6.2   13285963.0089  706495.9641 0.10635
2013-05-11T20:46:57 212  -17.954 -175.099   6.4   17473603.5121  401640.0182 0.045971
2013-05-14T00:32:25 602  18.728 145.287   6.8   26895643.7458  865424.764 0.064354
2013-05-23T17:19:04 171  -23.025 -177.109   7.4   40348127.2169  2488332.4936 0.12334
2013-06-15T11:20:36 195  -33.853 179.402   6   22252475.4425  186860.6976 0.016795
2013-07-07T18:35:30 386  -3.923 153.92   7.3   10134251.5758  1410386.9172 0.27834
2013-07-24T03:32:33 156  -23.132 -177.222   5.9   6050358.0676  843532.6028 0.27884
2013-08-04T15:56:35 375  46.992 145.258   5.8   10543317.254  1850615.0609 0.35105
2013-08-23T08:34:06 111  -22.274 -68.593   5.8   17807427.1788  259361.9795 0.02913
2013-08-30T02:11:02 203  -4.441 151.611   5.8   12325114.0072  430549.351 0.069865
2013-09-01T11:52:29 112  -7.44 128.221   6.5   11778604.8512  1588460.1756 0.26972
2013-09-04T00:18:23 402  29.938 138.833   6.5   26885314.7839  826338.0239 0.061471
2013-10-01T03:38:21 573  53.2 152.786   6.7   39592785.2664  2927773.7146 0.14789
2013-10-11T21:25:00 151  -30.662 -178.484   6.2   13927226.5228  247637.3941 0.035562
2013-10-23T08:23:30 160  -23.007 -177.143   6   7285341.5865  199199.9636 0.054685
2013-11-03T11:03:38 532  4.657 123.347   5.9   8854473.3198  967166.3325 0.21846
2013-11-19T17:00:44 511  18.475 145.204   6   9916892.7579  975978.4549 0.19683
2013-11-23T07:48:32 371  -17.117 -176.545   6.5   48592651.7591  818170.397 0.033675
2014-01-01T16:03:29 187  -13.863 167.249   6.5   32571817.0705  1905655.5383 0.11701
2014-02-01T03:58:43 130  -56.827 -27.339   6.1   23771492.2246  554942.9499 0.04669
2014-02-07T08:40:13 122  -15.069 167.372   6.5   13484483.0063  157214.5426 0.023318
2014-03-02T20:11:23 119  27.431 127.367   6.5   45400435.9176  346999.8696 0.015286
2014-03-05T09:56:57 638  -14.738 169.823   6.3   13929334.8841  577346.4757 0.082896
2014-03-10T17:33:29 260  -5.48 147.955   5.9   8824169.7347  516139.9972 0.11698
2014-05-01T06:36:35 106  -21.454 170.355   6.6   22042547.102  905370.4831 0.082148
2014-05-04T20:18:24 153  34.912 139.419   6   10454699.3556  367008.7822 0.070209
2014-05-04T09:15:52 527  -24.611 179.086   6.6   18355289.8678  930853.2321 0.10143
2014-05-09T10:32:22 192  -18.962 -175.536   5.9   7361437.3064  743333.5628 0.20195
2014-05-21T10:06:15 120  17.121 -95.073   5.8   3754929.579  639737.8176 0.34075
2014-06-30T19:55:32 511  28.34 138.844   6.2   6636895.6725  361729.4115 0.10901
2014-07-19T12:27:10 227  -15.824 -174.452   6.2   19436658.756  350453.152 0.036061
2014-07-21T14:54:41 615  -19.802 -178.4   6.9   22918582.9435  1500789.6291 0.13097
2014-08-27T23:11:34 115  -15.046 167.391   5.9   20009604.533  137338.8895 0.013727
2014-09-17T06:14:45 130  13.764 144.429   6.7   33742134.7204  567693.0618 0.033649
2014-09-24T11:16:15 224  -23.801 -66.632   6.2   9665744.3877  312095.5898 0.064578
2014-11-01T18:57:22 434  -19.69 -177.759   7.1   38667253.7347  485217.1863 0.025097
2014-12-02T05:11:31 614  6.157 123.126   6.6   21920765.6098  2686819.4636 0.24514
2014-12-06T22:05:10 116  -6.11 130.483   6   15717104.1127  341297.2516 0.04343
2014-12-10T21:03:39 256  25.54 122.45   6.1   8915844.4886  326799.9897 0.073308
2014-12-12T20:22:35 316  -18.904 -176.444   5.8   9591567.3499  456720.6821 0.095234
2014-12-30T21:17:23 599  -20.326 -178.564   6   13859135.536  534420.4713 0.077122
2014-12-31T01:37:33 123  -4.438 144.002   5.8   5023397.3013  54865.2316 0.021844
2015-01-23T03:47:27 220  -17.031 168.52   6.8   51646638.1807  685441.2955 0.026544
2015-01-28T02:43:19 484  -20.966 -178.303   6.2   10526322.9225  1841935.8629 0.34997
2015-02-02T10:49:48 172  -32.718 -67.123   6.3   15790263.3461  1394150.0913 0.17658
2015-02-11T18:57:22 223  -23.113 -66.688   6.7   25053528.8906  461372.7289 0.036831
2015-02-27T13:45:05 552  -7.297 122.535   7   31771601.1182  3385166.8075 0.21309
2015-03-10T20:55:44 155  6.776 -72.987   6.2   9319161.8863  954331.6324 0.20481
2015-03-16T03:00:05 196  -4.074 152.029   5.9   11552409.283  1128711.4922 0.19541
2015-04-02T04:10:10 560  -17.861 -178.583   5.9   14425809.1335  897070.8731 0.12437
2015-04-28T16:39:39 581  -20.887 -178.633   6.1   10309862.7665  1122803.5477 0.21781
2015-05-15T20:26:56 151  -2.542 102.219   6   12895264.2828  1647423.7585 0.25551
2015-05-20T00:30:54 203  -19.302 -175.525   6   15923527.8668  297443.0583 0.037359
2015-05-30T11:23:02 664  27.839 140.493   7.8   37477894.9167  5384037.4898 0.28732
2015-06-10T13:52:09 124  -22.4 -68.432   6   17806758.1364  481176.6808 0.054044
2015-06-16T06:17:01 656  -20.394 -179.002   5.9   8333931.0522  359224.1596 0.086208
2015-06-20T23:39:09 151  -23.529 -177.084   5.9   7244998.0225  403407.9675 0.11136
2015-06-21T21:28:16 563  -20.431 -178.328   6   11435379.134  541610.4199 0.094725
2015-06-23T12:18:30 460  27.738 139.725   6.5   4845831.8205  602400.4205 0.24863
2015-07-29T02:35:59 119  59.894 -153.196   6.3   29099285.7994  1302678.7118 0.089533
2015-09-07T08:46:09 535  -24.243 179.128   6   5397199.506  864196.1641 0.32024
2015-09-28T15:28:05 219  -23.803 -66.613   5.9   7379461.6026  459731.1683 0.1246
2015-10-19T13:50:41 106  13.865 120.617   5.8   9330765.7328  741547.2517 0.15895
2015-11-24T22:50:54 621  -10.06 -71.018   7.6   20369058.4511  2041823.5535 0.20048
2015-11-24T22:45:38 606  -10.537 -70.944   7.5   28266980.4893  2109614.7868 0.14926
2015-11-24T13:21:35 587  18.779 145.266   6   15280686.3114  958790.7799 0.12549
2015-11-26T05:45:18 603  -9.182 -71.257   6.7   22689674.8454  1964152.4752 0.17313
2015-12-24T23:10:58 119  -7.218 128.977   5.8   17996199.6829  116172.6335 0.012911
2015-12-25T19:14:47 206  36.493 71.126   6.3   10842562.466  1676075.3855 0.30917
2016-01-02T04:22:19 586  44.807 129.941   5.8   9731690.1185  1146847.0391 0.23569
2016-01-13T05:56:02 263  -15.17 -174.875   5.9   13800241.9332  212561.2369 0.030805
2016-01-14T03:25:28 583  -19.76 -63.329   6.1   14462065.438  1399543.5235 0.19355
2016-01-30T03:25:12 177  53.979 158.535   7.2   19251573.3007  2001937.9328 0.20798
2016-02-01T19:00:46 391  -30.761 -179.951   6.2   16990362.8928  663715.1408 0.078128
